"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,15888.55,,
"DNK","Denmark","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.03,,
"DNK","Denmark","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.34,,
"DNK","Denmark","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,61239.83,,
"DNK","Denmark","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,41771.61,,
"DNK","Denmark","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,6184.21,,
"DNK","Denmark","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,13284.01,,
"DNK","Denmark","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.12,,
"DNK","Denmark","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","US Dollar","0","Units",,,86662.34,,
"DNK","Denmark","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,69884.28,,
"DNK","Denmark","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.58,,
"DNK","Denmark","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.28,,
"DNK","Denmark","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,53226,,
"DNK","Denmark","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,46188,,
"DNK","Denmark","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,53226,,
"DNK","Denmark","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.83,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,24.59,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,24.28,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,24.99,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,25.13,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,25,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,24.82,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,25.12,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,24.97,,
"FIN","Finland","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Percentage","0","Units",,,24.85,,
"FIN","Finland","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,616.4,,
"FIN","Finland","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,622.3,,
"FIN","Finland","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,624.9,,
"FIN","Finland","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,624.2,,
"FIN","Finland","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,628.8,,
"FIN","Finland","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,629.8,,
"FIN","Finland","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,632.8,,
"FIN","Finland","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,626,,
"FIN","Finland","EMPGG","Employment in general government","2015","2015","PER","Persons","3","Thousands",,,621,,
"FIN","Finland","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Persons","0","Units",,,23.14,,
"FIN","Finland","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,22.05,,
"FIN","Finland","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,76.24,,
"FIN","Finland","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,1.71,,
"FIN","Finland","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,15.11,,
"FIN","Finland","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,54.03,,
"FIN","Finland","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Persons","0","Units",,,27.97,,
"FIN","Finland","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,30.86,,
"FIN","Finland","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Persons","0","Units",,,62.79,,
"FIN","Finland","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Persons","0","Units",,,28.71,,
"FIN","Finland","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,72.6,,
"FIN","Finland","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Persons","0","Units",,,48.75,,
"FIN","Finland","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Persons","0","Units",,,58.37,,
"FIN","Finland","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2010","2010","PER","Persons","0","Units",,,27.63,,
"FIN","Finland","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Persons","0","Units",,,34.11,,
"FIN","Finland","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Persons","0","Units",,,42.75,,
"FIN","Finland","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Persons","0","Units",,,55.63,,
"FIN","Finland","EMPW_PARL","Share of women parliamentarians","2012","2012","PC","Percentage","0","Units",,,42.5,,
"FIN","Finland","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Percentage","0","Units",,,42.5,,
"FIN","Finland","EMPW_MIN","Share of women ministers","2012","2012","PC","Percentage","0","Units",,,50,,
"FIN","Finland","EMPW_MIN","Share of women ministers","2015","2015","PC","Percentage","0","Units",,,62.5,,
"FIN","Finland","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Percentage","0","Units",,,51,,
"FIN","Finland","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Percentage","0","Units",,,52,,
"FIN","Finland","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Percentage","0","Units",,,53,,
"FIN","Finland","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Percentage","0","Units",,,52,,
"FIN","Finland","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Percentage","0","Units",,,36,,
"FIN","Finland","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,196978.79,,
"FIN","Finland","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,128744.53,,
"FIN","Finland","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,36048.47,,
"FIN","Finland","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,32185.79,,
"FIN","Finland","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,4.22,,
"FIN","Finland","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,123571.77,,
"FIN","Finland","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,80766,,
"FIN","Finland","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,22614.48,,
"FIN","Finland","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,20191.29,,
"FIN","Finland","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.65,,
"FIN","Finland","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,110407.06,,
"FIN","Finland","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,65396.45,,
"FIN","Finland","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,18311.01,,
"FIN","Finland","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,26699.6,,
"FIN","Finland","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,84255.5,,
"FIN","Finland","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,49906.33,,
"FIN","Finland","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,13973.77,,
"FIN","Finland","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,20375.4,,
"FIN","Finland","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.14,,
"FIN","Finland","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.64,,
"FIN","Finland","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,63941.46,,
"FIN","Finland","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,37873.89,,
"FIN","Finland","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,10604.69,,
"FIN","Finland","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,15462.88,,
"FIN","Finland","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.24,,
"FIN","Finland","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","US Dollar","0","Units",,,79506.39,,
"FIN","Finland","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,61705.71,,
"FIN","Finland","COMP_IO","Average annual compensation of employees in service delivery occupations, immigration officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,60295.59,,
"FIN","Finland","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,66258.85,,
"FIN","Finland","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,61843.48,,
"FIN","Finland","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.54,,
"FIN","Finland","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.2,,
"FIN","Finland","RCIO_GDP","Average annual compensation of central government immigration officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.17,,
"FIN","Finland","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.29,,
"FIN","Finland","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.2,,
"FIN","Finland","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,42613,,
"FIN","Finland","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,34730,,
"FIN","Finland","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,45170,,
"FIN","Finland","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.87,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,21.83,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,21.74,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,21.93,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,21.79,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,21.39,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,21.23,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,21.31,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,21.38,,
"FRA","France","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Percentage","0","Units",,,21.39,,
"FRA","France","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,5904,,
"FRA","France","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,5907,,
"FRA","France","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,5890,,
"FRA","France","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,5860,,
"FRA","France","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,5799,,
"FRA","France","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,5773,,
"FRA","France","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,5811,,
"FRA","France","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,5858,,
"FRA","France","EMPGG","Employment in general government","2015","2015","PER","Persons","3","Thousands",,,5886,,
"FRA","France","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,21.24,,
"FRA","France","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,54.84,,
"FRA","France","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Persons","0","Units",,,20.92,,
"FRA","France","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,23.92,,
"FRA","France","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Persons","0","Units",,,27,,
"FRA","France","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Persons","0","Units",,,21.28,,
"FRA","France","EMPWPS","Share of public employment filled by women","2009","2009","PER","Persons","0","Units",,,62.28,,
"FRA","France","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,63.23,,
"FRA","France","EMPLWTOT","Share of employed women in total employment","2009","2009","PER","Persons","0","Units",,,47.48,,
"FRA","France","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Persons","0","Units",,,48.31,,
"FRA","France","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Persons","0","Units",,,59,,
"FRA","France","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2010","2010","PER","Persons","0","Units",,,28,,
"FRA","France","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Persons","0","Units",,,32,,
"FRA","France","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Persons","0","Units",,,35,,
"FRA","France","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Persons","0","Units",,,56,,
"FRA","France","EMPW_PARL","Share of women parliamentarians","2012","2012","PC","Percentage","0","Units",,,26.9,,
"FRA","France","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Percentage","0","Units",,,26.2,,
"FRA","France","EMPW_MIN","Share of women ministers","2012","2012","PC","Percentage","0","Units",,,20.8,,
"FRA","France","EMPW_MIN","Share of women ministers","2015","2015","PC","Percentage","0","Units",,,50,,
"FRA","France","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Percentage","0","Units",,,60,,
"FRA","France","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Percentage","0","Units",,,62,,
"FRA","France","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Percentage","0","Units",,,65,,
"FRA","France","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Percentage","0","Units",,,58,,
"FRA","France","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Percentage","0","Units",,,44,,
"FRA","France","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,270928.52,,
"FRA","France","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,172110.13,,
"FRA","France","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,64525.52,,
"FRA","France","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,34292.87,,
"FRA","France","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,215469.04,,
"FRA","France","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,134102.21,,
"FRA","France","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,54093.76,,
"FRA","France","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,27273.07,,
"FRA","France","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,6.33,,
"FRA","France","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,5.03,,
"FRA","France","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,190216.05,,
"FRA","France","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,116170.84,,
"FRA","France","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,49968.55,,
"FRA","France","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,24076.66,,
"FRA","France","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,137909.4,,
"FRA","France","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,84206.5,,
"FRA","France","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,36246.97,,
"FRA","France","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","US Dollar","0","Units",,,17455.93,,
"FRA","France","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,4.44,,
"FRA","France","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,3.22,,
"FRA","France","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,113103.36,,
"FRA","France","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,55241.18,,
"FRA","France","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,31197.68,,
"FRA","France","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,26664.5,,
"FRA","France","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,80224.48,,
"FRA","France","COMP_JP_WS","Average wages and salaries of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,39732.09,,
"FRA","France","COMP_JP_ESC","Average employers'social contributions of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,21579.19,,
"FRA","France","COMP_JP_WT","Average working time correction of junior professionals in central government, USD PPP","2015","2015","USD","US Dollar","0","Units",,,18913.2,,
"FRA","France","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.31,,
"FRA","France","RCJP_GDP","Average annual compensation of junior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.64,,
"FRA","France","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,72078.27,,
"FRA","France","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,33584.98,,
"FRA","France","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,21500.59,,
"FRA","France","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","US Dollar","0","Units",,,16992.7,,
"FRA","France","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.47,,
"FRA","France","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","US Dollar","0","Units",,,117723.63,,
"FRA","France","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","US Dollar","0","Units",,,82355.1,,
"FRA","France","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","US Dollar","0","Units",,,85357.63,,
"FRA","France","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,2.41,,
"FRA","France","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.68,,
"FRA","France","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Units",,,1.74,,
"FRA","France","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,36814,,
"FRA","France","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,30532,,
"FRA","France","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","US Dollar","0","Units",,,52981,,
"FRA","France","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Units",,,0.77,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Percentage","0","Units",,,11.33,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Percentage","0","Units",,,11.21,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Percentage","0","Units",,,11.32,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Percentage","0","Units",,,11.35,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Percentage","0","Units",,,10.96,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Percentage","0","Units",,,10.76,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Percentage","0","Units",,,10.68,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Percentage","0","Units",,,10.64,,
"DEU","Germany","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Percentage","0","Units",,,10.57,,
"DEU","Germany","EMPGG","Employment in general government","2007","2007","PER","Persons","3","Thousands",,,4568,,
"DEU","Germany","EMPGG","Employment in general government","2008","2008","PER","Persons","3","Thousands",,,4578,,
"DEU","Germany","EMPGG","Employment in general government","2009","2009","PER","Persons","3","Thousands",,,4631,,
"DEU","Germany","EMPGG","Employment in general government","2010","2010","PER","Persons","3","Thousands",,,4656,,
"DEU","Germany","EMPGG","Employment in general government","2011","2011","PER","Persons","3","Thousands",,,4555,,
"DEU","Germany","EMPGG","Employment in general government","2012","2012","PER","Persons","3","Thousands",,,4524,,
"DEU","Germany","EMPGG","Employment in general government","2013","2013","PER","Persons","3","Thousands",,,4521,,
"DEU","Germany","EMPGG","Employment in general government","2014","2014","PER","Persons","3","Thousands",,,4539,,
"DEU","Germany","EMPGG","Employment in general government","2015","2015","PER","Persons","3","Thousands",,,4549,,
"DEU","Germany","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Persons","0","Units",,,13.2,,
"DEU","Germany","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,10.62,,
"DEU","Germany","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,80.69,,
"DEU","Germany","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Persons","0","Units",,,8.69,,
"DEU","Germany","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Persons","0","Units",,,30.03,,
"DEU","Germany","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Persons","0","Units",,,49.89,,
"DEU","Germany","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Persons","0","Units",,,17.29,,
"DEU","Germany","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Persons","0","Units",,,20.08,,
"DEU","Germany","EMPWPS","Share of public employment filled by women","2009","2009","PER","Persons","0","Units",,,51.52,,
"DEU","Germany","EMPWPS","Share of public employment filled by women","2015","2015","PER","Persons","0","Units",,,54.5,,
