"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ITA","Italy","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",46,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",13.02,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",13.182,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",12.16,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",13.31,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",16.434,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",17.68,,
"HUN","Hungary","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",16.974,,
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"KOR","Korea","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",34.304,,
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",37.591,,
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",45.944,,
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",48.01,,
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",44.835,,
"GBR","United Kingdom","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",47.302,,
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",17.38,,
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",18.353,,
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",21.055,,
"CHL","Chile","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",23.028,,
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"EST","Estonia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",44.13,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",48.414,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",51.511,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",49.473,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",50.048,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",48.559,,
"NZL","New Zealand","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",45.576,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",31.738,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",34.35,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",38.011,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",43.265,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",44.998,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",44.953,,
"AUS","Australia","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",44.451,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",19.001,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",19.373,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",23.287,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",23.445,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",28.261,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",31.527,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",30.239,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",2.118,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",1.425,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",1.954,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",1.977,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",1.974,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",1.793,,
"SVK","Slovak Republic","F","Women","Y_LT35","Less than 35","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",1.8,,
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",90.578,,
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"x","Data included in another category"
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"x","Data included in another category"
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"x","Data included in another category"
"GRC","Greece","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",91.41,,
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"JPN","Japan","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",54.474,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",56.183,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",53.988,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",58.721,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",61.783,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",65.312,,
"TUR","Turkey","M","Men","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",67.597,,
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"SAU","Saudi Arabia","M","Men","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",11.737,,
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",11.917,,
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",9.756,,
"GBR","United Kingdom","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",10.031,,
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C4","Post-secondary non-tertiary general education  (ISCED2011 level 4 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"z","Not applicable"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"CHL","Chile","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",22.584,,
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"IND","India","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",78.697,,
